   292.46	   314.02	R61
   292.46	   331.00	0R
   292.46	   341.94	1
   292.46	   666.89	Audio_VCC
   292.46	   699.46	1234
   290.83	   187.48	15
   290.83	   253.78	7
   290.83	   293.55	VBACKUP
   290.83	   348.68	1
   290.83	   732.49	0R
   289.21	    27.45	2
   289.21	   195.63	ALDO4
   289.21	   241.68	VIN4
   289.21	   341.94	2
   287.58	   359.85	RTC+e"×
   287.58	   757.61	1uF
   287.35	   348.68	2
   287.35	   460.34	U3SHTC3
   287.35	   700.16	C55
   285.72	   683.18	C58
   284.10	    31.17	D4
   284.10	   253.78	8
   284.10	   723.65	C60
   284.10	   754.12	C61
   282.70	    92.81	R24
   282.24	   172.13	VSYS
   282.24	   243.08	LX4
   282.24	   345.43	0
   282.24	   358.22	ÄN´+È
   280.61	    31.17	B5819WS
   280.61	   318.44	GND
   280.61	   352.17	0
   280.61	   455.92	1
   280.61	   483.37	4
   280.61	   684.81	100nF
   280.61	   700.16	10uF
   280.61	   723.65	NC
   280.61	   754.12	NC
   279.22	    27.45	1
   279.22	    92.81	10K
   277.82	   346.36	PH1.25-2P
   277.82	   417.30	VCC3V3
   277.82	   462.66	VDDVSS
   277.82	   505.23	GND
   277.13	   187.48	13
   277.13	   253.78	9
   275.50	   101.42	PWR_OUT
   275.50	   195.63	BLDOIN
   275.50	   243.31	FB4
   275.50	   553.85	PA_OUTL+L7
   275.50	   589.67	0R
   273.88	   438.24	ESP_I2C_SCL2
   273.88	   483.37	3ESP_I2C_SDA
   272.02	   462.66	SCLSDA
   270.86	    90.49	3
   270.86	   471.50	P
   270.39	   187.48	12
   270.39	   253.78	10
   270.39	   594.55	C118
   268.77	   195.63	BLDO1
   268.77	   234.70	CPUSLDO
   268.77	   471.50	E
   267.14	    56.76	R25
   267.14	   439.40	C50
   267.14	   620.14	H2
   265.28	    31.64	PWRON
   265.28	    80.02	1
   263.66	   187.48	14
   263.66	   253.78	11
   263.66	   439.40	100nF
   263.66	   581.06	NC/330pF
   263.66	   604.79	C120
   262.03	    96.30	T1
   262.03	   195.63	BLDO2
   262.03	   227.26	DLDO2/DC4SW
   262.03	   469.87	5
   262.03	   614.32	1
   262.03	   709.23	AGND
   260.17	    56.76	1K
   260.17	   620.84	1
   258.78	    29.77	R26
   258.55	    92.81	BSS138LT1G(J1)
   258.55	   571.52	AGND
   258.55	   614.32	2
   256.92	    90.49	2
   256.92	   594.55	C125N
   256.92	   620.84	2
   256.92	   681.32	MIC_P
   255.53	    29.77	510R
   254.60	   598.74	NC
   253.44	   264.01	VRTC
   252.28	   598.74	C/
   252.28	   617.58	0
   252.28	   681.32	MIC_N
   251.11	   605.49	3
   249.95	   169.34	AXP_SDA39
   249.95	   253.78	28
   249.95	   278.20	C46
   249.95	   290.07	2.2uF
   249.95	   433.12	GND
   249.95	   598.74	3/3
   249.95	   624.33	0
   248.33	   195.63	SDA
   248.33	   236.57	RTCLDO
   248.33	   314.72	GND
   248.33	   598.74	30
   246.70	   467.08	GND
   246.70	   618.51	PH1.25-2P
   246.24	   598.74	0p
   244.84	   598.74	pF
   244.84	   715.05	C74
   244.84	   744.12	C76
   243.22	   169.34	AXP_SCL40
   243.22	   253.78	27
   243.22	   278.20	C47
   243.22	   290.07	2.2uF
   243.22	   598.74	F
   241.82	   715.05	1uf
   241.82	   744.12	NC
   241.59	   195.63	SCK
   241.59	   234.01	VBACKUP
   241.59	   314.72	GND
   241.59	   553.85	PA_OUTL-L8
   241.59	   587.81	0R
   239.97	   676.90	AGND
   238.57	    29.08	Key1
   236.48	   142.13	R27
   236.48	   157.48	10K
   236.48	   169.34	AXP_IRQ38
   236.48	   260.76	VBACKUP
   234.86	   121.66	VRTC
   234.86	   195.63	IRQ
   234.86	   610.60	AGND
   229.75	   169.34	PWROK
   229.75	   187.48	29
   229.75	   253.78	3
   227.89	   195.63	PWROK
   227.89	   240.52	GND1
   227.89	   311.23	GND
   222.78	   169.34	PWRON
   222.78	   187.48	30
   222.78	   253.78	41
   221.15	   195.63	PWRON
   221.15	   240.98	EPAD
   219.53	   434.75	Pin
   219.53	   450.54	 Ou
   219.53	   467.96	t
   217.90	    24.89	GND
   217.90	    87.69	GND
   214.42	   584.55	Audio_SDA
   214.42	   679.69	MIC_P
   210.93	   584.55	Audio_SCL
   210.93	   679.69	MIC_N
   209.31	   638.52	R71
   207.68	   647.36	10K
   205.82	   427.31	M
   204.20	   592.92	C53C54
   202.57	   502.90	TP1
   200.71	   428.70	5V
   200.71	   443.36	VBUS
   200.71	   590.13	2
   200.71	   600.37	2
   200.71	   721.33	AGND
   199.32	     8.37	C
   199.32	   590.13	2
   199.32	   600.37	2
   199.32	   619.21	AGND
   199.32	   805.30	C
   197.46	   502.90	TP2
   197.46	   704.11	AGND
   197.00	   590.13	p
   197.00	   600.37	p
   195.60	   427.31	GND
   195.60	   443.36	GND
   195.60	   590.13	F
   195.60	   600.37	F
   195.60	   658.75	09876
   195.60	   681.32	C571uF
   194.44	   655.26	021111
   192.35	   502.90	TP3
   192.35	   674.57	U8ES8311
   190.73	   427.54	3.3V
   190.73	   443.36	VCC3V3
   188.87	   718.77	C67C68
   187.24	   502.90	TP4
   187.24	   656.89	PEAAND
   185.62	   428.47	RX
   185.62	   443.36	ESP_UART_RX
   185.62	   656.89	E
   185.62	   670.62	1I
   185.39	   660.38	CTD
   185.39	   719.46	11
   183.76	   588.51	AGND
   183.76	   663.64	ASCM
   183.76	   719.46	uu
   182.13	   502.90	TP5
   182.13	   670.62	I
   182.13	   719.46	FF
   181.44	   663.64	D_V
   180.51	   428.70	TX
   180.51	   443.36	ESP_UART_TX
   180.51	   667.13	CM
   179.35	   663.64	CI
   177.02	   502.90	TP6
   175.86	   667.13	M
   175.40	   427.54	SDA
   175.40	   443.36	ESP_I2C_SDA
   173.54	   667.13	D
   172.84	   667.13	/
   171.91	   502.90	TP7
   170.29	   160.97	WROOM-1/2
   170.29	   427.77	SCL
   170.29	   443.36	ESP_I2C_SCL
   170.29	   667.13	P
   168.66	    29.77	ES
   168.66	    43.24	P32-S
   168.66	    70.88	3
   168.66	   667.13	1
   168.43	   629.44	1
   168.43	   667.13	C
   168.43	   701.09	15
   166.80	   502.90	TP8
   166.80	   636.19	CCLK
   166.80	   667.13	I
