file	bytes	sha256
storefront-e-paper-esp8266-driver-board-2026-09-01.html	211012	b8ea240a6ca7b0fd1db791bd3cbf391919b0dd3e8a95c64b37da70d7cab381db
storefront-esp32-s3-epaper-13.3e6-2026-09-01.html	203603	5711e2259e2dc3c888ce196d0db9f3e48bd1257eea89b4d607c512e5fe4a53aa
storefront-esp32-s3-epaper-1.54g-2026-09-01.html	196678	ea6228d5b55157bf1579b54b315ab34772d4685e2eae4492121027e0d61db024
storefront-photopainter-2026-09-01.html	190369	a457cba4f3c620c797be771da09bb3847ecd365bf8239c04b8136b948d93ed8d
storefront-photopainter-b-2026-09-01.html	193366	f11b1ad2a292dd6d3df4f1e90e1789033f1004b1cc9fdb27b40b51248b8b17a5
